1	2	25900.20064	6	6	2.720459301
1	3	23403.47319	4	4	1.531004887
2	1	25900.20064	6	6	0.816174975
2	6	4958.180928	5	5	1.493202592
3	1	23403.47319	4	4	2.494429405
3	4	17110.52372	4	4	2.226879268
3	12	23403.47319	4	4	2.697388536
4	3	17110.52372	4	4	1.288604236
4	5	17782.7941	2	2	1.434524062
4	11	4908.82673	6	6	1.754956041
5	4	17782.7941	2	2	0.957467233
5	6	4947.995469	4	4	1.86828615
5	9	10000	5	5	1.791570661
6	2	4958.180928	5	5	2.069225112
6	5	4947.995469	4	4	2.327399333
6	8	4898.587646	2	2	1.187695766
7	8	7841.81131	3	3	2.261726663
7	18	23403.47319	2	2	2.967294895
8	6	4898.587646	2	2	2.038094643
8	7	7841.81131	3	3	2.254317312
8	9	5050.193156	10	10	1.188657951
8	16	5045.822583	5	5	2.797152973
9	5	10000	5	5	1.014800929
9	8	5050.193156	10	10	1.140897345
9	10	13915.78842	3	3	1.456386146
10	9	13915.78842	3	3	0.646181539
10	11	10000	5	5	1.567313971
10	15	13512.00155	6	6	0.924298146
10	16	4854.917717	4	4	1.248231281
10	17	4993.510694	8	8	1.670597174
11	4	4908.82673	6	6	0.722981244
11	10	10000	5	5	1.250251768
11	12	4908.82673	6	6	0.783147807
11	14	4876.508287	4	4	1.629258071
12	3	23403.47319	4	4	1.230544504
12	11	4908.82673	6	6	1.987950934
12	13	25900.20064	3	3	1.538935641
13	12	25900.20064	3	3	1.287307082
13	24	5091.256152	4	4	2.301207618
14	11	4876.508287	4	4	2.49826867
14	15	5127.526119	5	5	2.275895726
14	23	4924.790605	4	4	2.357848136
15	10	13512.00155	6	6	2.690415319
15	14	5127.526119	5	5	1.910764836
15	19	14564.75315	3	3	1.311298401
15	22	9599.180565	3	3	0.80850809
16	8	5045.822583	5	5	0.843474316
16	10	4854.917717	4	4	1.019154127
16	17	5229.910063	2	2	0.821557087
16	18	19679.89671	3	3	2.140750027
17	10	4993.510694	8	8	1.123489059
17	16	5229.910063	2	2	1.25763726
17	19	4823.950831	2	2	2.122316528
18	7	23403.47319	2	2	2.769852268
18	16	19679.89671	3	3	1.313195288
18	20	23403.47319	4	4	2.434331307
19	15	14564.75315	3	3	2.121243034
19	17	4823.950831	2	2	0.686060386
19	20	5002.607563	4	4	2.866732739
20	18	23403.47319	4	4	1.71967346
20	19	5002.607563	4	4	1.073125725
20	21	5059.91234	6	6	0.901454025
20	22	5075.697193	5	5	1.777836197
21	20	5059.91234	6	6	2.177028685
21	22	5229.910063	2	2	0.674699913
21	24	4885.357564	3	3	2.142504773
22	15	9599.180565	3	3	1.089559396
22	20	5075.697193	5	5	0.870722882
22	21	5229.910063	2	2	2.565108705
22	23	5000	4	4	1.874361192
23	14	4924.790605	4	4	2.17254919
23	22	5000	4	4	2.542812628
23	24	5078.508436	2	2	1.051855406
24	13	5091.256152	4	4	2.313395872
24	21	4885.357564	3	3	1.853067
24	23	5078.508436	2	2	1.350388103
