1	1042	0.01
1	1046	0.01
1	1060	0.01
2	985	0.01
2	1000	0.01
2	1003	0.01
2	1024	0.01
2	1025	0.01
2	1046	0.01
3	976	0.01
3	1010	0.01
3	1030	0.01
3	1032	0.01
4	979	0.01
4	981	0.01
4	1007	0.01
4	1017	0.01
4	1019	0.01
4	1025	0.01
4	1027	0.01
5	892	0.01
5	922	0.01
5	923	0.01
6	900	0.01
6	901	0.01
6	919	0.01
6	926	0.01
6	929	0.01
7	912	0.01
7	951	0.01
7	952	0.01
7	954	0.01
7	956	0.01
7	958	0.01
8	901	0.01
8	905	0.01
8	916	0.01
8	932	0.01
9	1053	0.01
9	1058	0.01
9	1059	0.01
10	783	0.01
10	1057	0.01
11	171	0.01
11	199	0.01
12	172	0.01
12	198	0.01
13	175	0.01
14	174	0.01
14	195	0.01
14	196	0.01
14	214	0.01
15	176	0.01
15	193	0.01
16	217	0.01
16	231	0.01
16	237	0.01
16	239	0.01
17	178	0.01
17	192	0.01
17	211	0.01
18	179	0.01
18	181	0.01
18	188	0.01
18	191	0.01
18	208	0.01
19	213	0.01
19	229	0.01
19	232	0.01
20	182	0.01
20	207	0.01
21	185	0.01
21	224	0.01
22	298	0.01
23	314	0.01
24	301	0.01
24	313	0.01
24	340	0.01
25	241	0.01
25	243	0.01
25	244	0.01
26	293	0.01
26	295	0.01
27	286	0.01
27	321	0.01
28	240	0.01
28	259	0.01
29	253	0.01
30	275	0.01
30	282	0.01
31	260	0.01
31	262	0.01
31	263	0.01
31	264	0.01
32	282	0.01
33	308	0.01
33	309	0.01
33	310	0.01
33	326	0.01
33	327	0.01
34	306	0.01
34	308	0.01
35	318	0.01
35	409	0.01
36	330	0.01
37	333	0.01
37	334	0.01
38	323	0.01
38	376	0.01
38	380	0.01
38	381	0.01
38	382	0.01
38	387	0.01
39	362	0.01
39	363	0.01
40	364	0.01
41	336	0.01
41	337	0.01
42	338	0.01
42	339	0.01
43	368	0.01
43	379	0.01
44	345	0.01
44	347	0.01
44	348	0.01
44	359	0.01
45	388	0.01
45	390	0.01
45	394	0.01
45	399	0.01
46	351	0.01
46	356	0.01
46	370	0.01
46	372	0.01
47	416	0.01
47	417	0.01
47	418	0.01
48	425	0.01
49	423	0.01
49	502	0.01
50	427	0.01
50	431	0.01
51	426	0.01
51	435	0.01
52	436	0.01
52	498	0.01
52	501	0.01
52	503	0.01
53	449	0.01
54	443	0.01
54	446	0.01
54	450	0.01
55	444	0.01
55	489	0.01
55	491	0.01
55	493	0.01
56	442	0.01
56	1067	0.01
57	451	0.01
58	452	0.01
58	489	0.01
59	458	0.01
59	459	0.01
60	544	0.01
61	542	0.01
62	461	0.01
62	465	0.01
62	469	0.01
63	456	0.01
63	480	0.01
63	481	0.01
63	483	0.01
64	462	0.01
64	478	0.01
64	480	0.01
65	472	0.01
65	473	0.01
66	508	0.01
66	513	0.01
66	522	0.01
66	523	0.01
67	523	0.01
67	528	0.01
67	529	0.01
68	521	0.01
68	525	0.01
69	514	0.01
69	521	0.01
70	531	0.01
70	538	0.01
71	532	0.01
71	536	0.01
72	519	0.01
72	527	0.01
72	533	0.01
73	515	0.01
73	520	0.01
73	526	0.01
74	550	0.01
74	580	0.01
74	582	0.01
75	578	0.01
76	552	0.01
76	576	0.01
76	577	0.01
77	558	0.01
77	570	0.01
78	572	0.01
79	559	0.01
79	568	0.01
79	569	0.01
80	599	0.01
80	693	0.01
80	694	0.01
80	695	0.01
81	592	0.01
81	593	0.01
81	601	0.01
82	600	0.01
82	690	0.01
82	692	0.01
83	603	0.01
84	605	0.01
84	679	0.01
84	680	0.01
84	684	0.01
84	685	0.01
85	606	0.01
85	670	0.01
85	672	0.01
85	678	0.01
86	609	0.01
87	666	0.01
87	667	0.01
88	611	0.01
88	658	0.01
89	615	0.01
90	613	0.01
90	652	0.01
90	653	0.01
90	657	0.01
91	616	0.01
91	649	0.01
91	650	0.01
92	619	0.01
92	639	0.01
92	640	0.01
92	641	0.01
93	636	0.01
93	645	0.01
94	618	0.01
94	623	0.01
94	625	0.01
95	628	0.01
95	632	0.01
95	633	0.01
95	635	0.01
96	737	0.01
96	738	0.01
97	686	0.01
97	687	0.01
97	688	0.01
97	699	0.01
97	701	0.01
97	1066	0.01
98	698	0.01
98	731	0.01
98	734	0.01
99	740	0.01
99	742	0.01
100	681	0.01
100	701	0.01
100	717	0.01
100	1066	0.01
101	728	0.01
101	744	0.01
102	764	0.01
102	766	0.01
103	664	0.01
103	711	0.01
103	712	0.01
103	713	0.01
104	721	0.01
104	745	0.01
104	749	0.01
104	750	0.01
105	709	0.01
106	754	0.01
106	796	0.01
106	797	0.01
106	801	0.01
107	775	0.01
107	776	0.01
107	786	0.01
107	787	0.01
108	779	0.01
108	780	0.01
108	781	0.01
109	769	0.01
109	789	0.01
109	807	0.01
110	818	0.01
110	820	0.01
110	823	0.01
110	835	0.01
111	815	0.01
111	824	0.01
111	825	0.01
111	831	0.01
112	825	0.01
112	826	0.01
113	793	0.01
113	794	0.01
113	800	0.01
114	791	0.01
114	804	0.01
114	805	0.01
114	822	0.01
114	838	0.01
115	835	0.01
115	845	0.01
115	846	0.01
116	847	0.01
116	848	0.01
117	850	0.01
117	851	0.01
117	852	0.01
118	856	0.01
118	857	0.01
118	869	0.01
119	854	0.01
119	878	0.01
120	839	0.01
120	840	0.01
120	842	0.01
120	845	0.01
120	858	0.01
121	868	0.01
121	876	0.01
122	874	0.01
123	857	0.01
123	866	0.01
124	871	0.01
124	872	0.01
125	644	0.01
126	797	0.01
126	799	0.01
127	369	0.01
127	400	0.01
127	408	0.01
128	583	0.01
128	590	0.01
129	584	0.01
129	589	0.01
130	585	0.01
130	588	0.01
131	653	0.01
131	654	0.01
132	186	0.01
133	223	0.01
134	272	0.01
135	405	0.01
136	375	0.01
136	407	0.01
137	354	0.01
138	476	0.01
139	546	0.01
140	563	0.01
140	564	0.01
141	586	0.01
141	587	0.01
142	757	0.01
143	758	0.01
144	759	0.01
145	863	0.01
146	870	0.01
147	1037	0.01
147	1039	0.01
147	1061	0.01
147	1062	0.01
148	190	0.01
148	207	0.01
