1	9
2	9
3	23
4	22
5	27
6	27
7	23
8	23
9	19
10	18
11	6
12	6
13	21
14	21
15	9
16	9
17	16
18	17
19	55
20	55
21	53
22	53
23	24
24	25
25	9
26	6
27	20
28	20
29	39
30	51
31	51
32	53
33	53
34	53
35	53
36	51
37	52
38	54
39	55
40	56
41	57
42	6
43	6
44	41
45	39
46	46
47	44
48	37
49	34
50	13
51	13
52	34
53	33
54	7
55	9
56	17
57	17
58	11
59	11
60	29
61	26
62	24
63	24
64	58
65	55
66	60
67	57
68	33
69	32
70	6
71	6
72	59
73	57
74	47
75	44
76	28
77	28
78	23
79	24
80	26
81	25
82	66
83	67
84	59
85	60
86	68
87	69
88	27
89	29
90	27
91	29
92	11
93	11
94	50
95	47
96	50
97	47
98	47
99	44
100	42
101	39
102	30
103	26
104	41
105	36
106	34
107	35
108	35
109	36
110	40
111	39
112	10
113	14
114	35
115	35
116	40
117	40
118	40
119	40
120	36
121	36
122	25
123	25
124	4
125	4
126	26
127	27
128	22
129	23
130	33
131	32
132	31
133	34
