775	773	0.21
773	787	0.46
787	809	0.17
809	808	0.62
808	807	0.65
807	806	0.61
806	805	0.56
805	803	0.43
803	805	0.43
805	806	0.56
806	807	0.61
807	808	0.65
808	809	0.62
809	787	0.17
787	773	0.46
773	775	0.21
1042	1060	0.24
1060	1061	0.09
1061	1062	0.04
1062	1063	0.46
1063	1064	0.1
1064	299	0.29
299	298	0.33
298	297	0.56
297	294	0.59
294	293	0.42
293	317	1.25
317	318	0.42
318	319	0.72
319	320	0.77
320	321	0.42
321	322	0.8
322	382	0.8
382	385	0.77
385	386	0.71
386	397	0.85
397	394	1.09
394	390	0.91
390	394	0.91
394	397	1.09
397	386	0.85
386	385	0.71
385	382	0.77
382	322	0.8
322	321	0.8
321	320	0.42
320	319	0.77
319	318	0.72
318	317	0.42
317	293	1.25
293	294	0.42
294	297	0.59
297	298	0.56
298	299	0.33
299	1064	0.29
1064	1063	0.1
1063	1061	0.46
1061	1041	0.18
1041	1042	0.12
600	692	0.51
692	691	0.36
691	689	0.4
689	699	0.39
699	730	0.44
730	735	0.39
735	742	0.19
742	741	0.28
741	743	0.64
743	768	0.38
768	767	0.22
767	771	0.87
771	770	0.36
770	788	0.46
788	808	0.17
808	817	0.37
817	823	0.44
823	833	0.52
833	834	0.2
834	835	0.4
835	836	0.62
836	837	0.51
837	838	0.73
838	839	0.45
839	800	1
800	801	0.56
801	800	0.56
800	839	1
839	838	0.45
838	837	0.73
837	836	0.51
836	835	0.62
835	834	0.4
834	833	0.2
833	823	0.52
823	817	0.44
817	808	0.37
808	788	0.17
788	770	0.46
770	771	0.36
771	767	0.87
767	768	0.22
768	743	0.38
743	741	0.64
741	742	0.28
742	735	0.19
735	730	0.39
730	699	0.44
699	689	0.39
689	691	0.4
691	692	0.36
692	600	0.51
834	846	0.76
846	856	1.06
856	857	0.89
857	856	0.89
856	846	1.06
846	834	0.76
932	931	0.26
931	937	0.1
937	948	0.1
948	966	0.1
966	981	0.11
981	1005	0.1
1005	1021	0.1
1021	1025	0.1
1025	1042	0.12
298	340	0.32
340	300	0.53
300	340	0.53
340	298	0.32
1061	1060	0.09
1060	1042	0.24
1042	1025	0.12
1025	1022	0.15
1022	1004	0.11
1004	1003	0.05
1003	982	0.04
982	965	0.1
965	949	0.1
949	936	0.1
936	932	0.1
828	826	0.45
826	825	0.52
825	824	0.61
824	823	0.61
823	822	1.25
822	823	1.25
823	824	0.61
824	825	0.61
