1	1	4	0.262748624	1
1	2	4	3.357375213	1
1	3	2	0.711505833	1
1	4	4	2.647864197	1
2	1	6	1.157070421	1
2	2	4	2.979407946	1
2	3	4	1.103326392	1
2	4	2	1.266073729	1
3	1	4	1.040154353	1
3	2	4	1.948773408	1
3	3	3	2.432917731	1
3	4	4	1.870570758	1
4	1	5	4.292742115	1
4	2	2	0.425135853	1
4	3	2	1.575403343	1
4	4	4	1.099960785	1
4	5	6	0.343532226	1
4	6	2	1.908804555	1
4	7	4	1.694007862	1
5	1	3	1.948719636	1
5	2	5	2.570803256	1
5	3	3	0.16879477	1
5	4	4	2.728494234	1
6	1	5	3.123496487	1
6	2	3	0.415635096	1
6	3	4	2.489464899	1
6	4	5	3.071067197	1
6	5	4	0.079239546	1
7	1	2	0.947830774	1
7	2	5	0.001238654	1
7	3	3	0.167024244	1
7	4	8	1.052525727	1
7	5	2	0.583698037	1
7	6	4	1.336583256	1
8	1	5	3.357333129	1
8	2	2	0.785157366	1
8	3	10	0.80500546	1
8	4	3	2.025780189	1
8	5	5	4.553925658	1
8	6	6	2.662369619	1
9	1	4	2.455577153	1
9	2	2	0.45638487	1
9	3	2	1.28972504	1
9	4	4	2.001954148	1
9	5	6	2.13148727	1
9	6	3	1.192841948	1
10	1	4	3.059670024	1
10	2	4	3.284303818	1
10	3	2	0.071828884	1
10	4	5	3.550643717	1
10	5	3	0.179938849	1
10	6	6	5.054510568	1
10	7	3	2.27914336	1
10	8	4	2.131342392	1
10	9	5	2.508355195	1
11	1	5	0.254196392	1
11	2	4	0.165189886	1
11	3	3	0.134517229	1
11	4	6	2.932415409	1
11	5	3	1.734641377	1
11	6	5	2.993172653	1
11	7	2	0.015850153	1
11	8	4	0.834433137	1
11	9	4	0.743647093	1
12	1	3	1.476177178	1
12	2	6	4.278593115	1
12	3	4	3.458023643	1
12	4	2	0.803067541	1
12	5	2	0.611125586	1
12	6	4	1.955768716	1
13	1	6	4.855459419	1
13	2	5	2.549018515	1
13	3	3	1.742373212	1
13	4	10	5.422848627	1
13	5	2	0.505765091	1
13	6	5	0.717955854	1
14	1	4	1.496298776	1
14	2	2	1.151497123	1
14	3	8	7.604075079	1
14	4	3	0.224095704	1
14	5	5	3.663070428	1
14	6	2	0.9710442	1
15	1	4	1.601883071	1
15	2	5	4.128269293	1
15	3	4	0.578937686	1
15	4	3	2.792287996	1
15	5	5	1.712663436	1
16	1	4	3.611993657	1
16	2	3	1.631527948	1
16	3	5	0.143456298	1
16	4	3	2.571771775	1
17	1	4	1.417339913	1
17	2	2	1.231495499	1
17	3	6	4.907888907	1
17	4	4	0.379223141	1
17	5	2	0.061974745	1
17	6	2	1.364428898	1
17	7	5	3.437967354	1
18	1	4	1.937911485	1
18	2	3	0.470438188	1
18	3	4	2.7346196	1
18	4	4	3.178771478	1
19	1	2	1.254609938	1
19	2	4	0.151115657	1
19	3	4	0.354503204	1
19	4	6	2.860228157	1
20	1	4	3.362538949	1
20	2	2	0.629685074	1
20	3	4	0.923255578	1
20	4	4	1.00333479	1
