0	1	50
0	2	50
0	3	250
0	4	100
0	5	150
0	6	250
0	7	400
0	8	250
0	9	650
0	10	250
0	11	100
0	12	250
0	13	150
0	14	250
0	15	250
0	16	200
0	17	50
0	18	150
0	19	150
0	20	50
0	21	200
0	22	150
0	23	50
1	0	50
1	2	50
1	3	100
1	4	50
1	5	200
1	6	100
1	7	200
1	8	100
1	9	300
1	10	100
1	11	50
1	12	150
1	13	50
1	14	50
1	15	200
1	16	100
1	18	50
1	19	50
1	21	50
2	0	50
2	1	50
2	3	100
2	4	50
2	5	150
2	6	50
2	7	100
2	8	50
2	9	150
2	10	150
2	11	100
2	12	50
2	13	50
2	14	50
2	15	100
2	16	50
2	21	50
2	22	50
3	0	250
3	1	100
3	2	100
3	4	250
3	5	200
3	6	200
3	7	350
3	8	350
3	9	600
3	10	700
3	11	300
3	12	300
3	13	250
3	14	250
3	15	400
3	16	250
3	17	50
3	18	100
3	19	150
3	20	100
3	21	200
3	22	250
3	23	100
4	0	100
4	1	50
4	2	50
4	3	250
4	5	100
4	6	100
4	7	250
4	8	400
4	9	500
4	10	250
4	11	100
4	12	100
4	13	50
4	14	100
4	15	250
4	16	100
4	18	50
4	19	50
4	20	50
4	21	100
4	22	50
5	0	150
5	1	200
5	2	150
5	3	200
5	4	100
5	6	200
5	7	400
5	8	200
5	9	400
5	10	200
5	11	100
5	12	100
5	13	50
5	14	100
5	15	450
5	16	250
5	17	50
5	18	100
5	19	150
5	20	50
5	21	100
5	22	50
5	23	50
6	0	250
6	1	100
6	2	50
6	3	200
6	4	100
6	5	200
6	7	500
6	8	300
6	9	950
6	10	250
6	11	350
6	12	200
6	13	100
6	14	250
6	15	700
6	16	500
6	17	100
6	18	200
6	19	250
6	20	100
6	21	250
6	22	100
6	23	50
7	0	400
7	1	200
7	2	100
7	3	350
7	4	250
7	5	400
7	6	500
7	8	400
7	9	800
7	10	400
7	11	300
7	12	300
7	13	200
7	14	300
7	15	1100
7	16	700
7	17	150
7	18	350
7	19	450
7	20	200
7	21	250
7	22	150
7	23	100
8	0	250
8	1	100
8	2	50
8	3	350
8	4	400
8	5	200
8	6	300
8	7	400
8	9	1400
8	10	700
8	11	300
8	12	300
8	13	300
8	14	450
8	15	700
8	16	450
8	17	100
8	18	200
8	19	300
8	20	150
8	21	350
8	22	250
8	23	100
9	0	650
9	1	300
9	2	150
9	3	600
9	4	500
9	5	400
9	6	950
9	7	800
9	8	1400
9	10	2000
9	11	1000
9	12	950
9	13	1050
9	14	2000
9	15	2200
9	16	1950
9	17	350
9	18	900
9	19	1250
9	20	600
9	21	1300
9	22	900
9	23	400
10	0	250
10	1	100
10	2	150
10	3	750
10	4	250
10	5	200
10	6	250
10	7	400
10	8	700
10	9	1950
10	11	700
10	12	500
10	13	800
10	14	700
10	15	700
10	16	500
10	17	50
10	18	200
10	19	300
10	20	200
10	21	550
10	22	650
10	23	300
11	0	100
11	1	50
11	2	100
11	3	300
11	4	100
11	5	100
11	6	350
11	7	300
11	8	300
11	9	1000
11	10	700
11	12	650
11	13	350
11	14	350
11	15	350
11	16	300
11	17	100
11	18	150
11	19	200
11	20	150
11	21	350
11	22	350
11	23	250
12	0	250
12	1	150
12	2	50
12	3	300
12	4	100
12	5	100
12	6	200
12	7	300
12	8	300
12	9	950
12	10	500
12	11	650
12	13	300
12	14	350
12	15	300
12	16	250
12	17	50
12	18	150
12	19	300
12	20	300
12	21	650
12	22	400
12	23	400
13	0	150
13	1	50
13	2	50
13	3	250
13	4	50
13	5	50
13	6	100
13	7	200
13	8	300
13	9	1050
13	10	800
13	11	350
13	12	300
13	14	650
13	15	350
13	16	350
13	17	50
13	18	150
13	19	250
13	20	200
13	21	600
13	22	550
13	23	200
14	0	250
14	1	50
14	2	50
14	3	250
14	4	100
14	5	100
14	6	250
14	7	300
14	8	500
14	9	2000
14	10	700
14	11	350
14	12	350
14	13	650
14	15	600
14	16	750
14	17	100
14	18	400
14	19	550
14	20	400
14	21	1300
14	22	500
14	23	200
15	0	250
15	1	200
15	2	100
15	3	400
15	4	250
15	5	450
15	6	700
15	7	1100
15	8	700
15	9	2200
15	10	700
15	11	350
15	12	300
15	13	350
15	14	600
15	16	1400
15	17	250
15	18	650
15	19	800
15	20	300
15	21	600
15	22	250
15	23	150
16	0	200
16	1	100
16	2	50
16	3	250
16	4	100
16	5	250
16	6	500
16	7	700
16	8	450
16	9	1950
16	10	500
16	11	300
16	12	250
16	13	350
16	14	750
16	15	1400
16	17	300
16	18	850
16	19	850
16	20	300
16	21	850
16	22	300
16	23	150
17	0	50
17	3	50
17	5	50
17	6	100
17	7	150
17	8	100
17	9	350
17	10	100
17	11	100
17	12	50
17	13	50
17	14	100
17	15	250
17	16	300
17	18	150
17	19	200
17	20	50
17	21	150
17	22	50
18	0	150
18	1	50
18	3	100
18	4	50
18	5	100
18	6	200
18	7	350
18	8	200
18	9	900
18	10	200
18	11	150
18	12	150
18	13	150
18	14	400
18	15	650
18	16	850
18	17	150
18	19	600
18	20	200
18	21	600
18	22	150
18	23	50
19	0	150
19	1	50
19	3	150
19	4	50
19	5	150
19	6	250
19	7	450
19	8	300
19	9	1250
19	10	300
19	11	250
19	12	300
19	13	250
19	14	550
19	15	800
19	16	850
19	17	200
19	18	600
19	20	600
19	21	1200
19	22	350
19	23	200
20	0	50
20	3	100
20	4	50
20	5	50
20	6	100
20	7	200
20	8	150
20	9	600
20	10	200
20	11	150
20	12	300
20	13	200
20	14	400
20	15	300
20	16	300
20	17	50
20	18	200
20	19	600
20	21	900
20	22	350
20	23	250
21	0	200
21	1	50
21	2	50
21	3	200
21	4	100
21	5	100
21	6	250
21	7	250
21	8	350
21	9	1300
21	10	550
21	11	350
21	12	650
21	13	600
21	14	1300
21	15	600
21	16	850
21	17	150
21	18	600
21	19	1200
21	20	900
21	22	1050
21	23	550
22	0	150
22	2	50
22	3	250
22	4	50
22	5	50
22	6	100
22	7	150
22	8	250
22	9	900
22	10	650
22	11	350
22	12	400
22	13	550
22	14	500
22	15	250
22	16	300
22	17	50
22	18	150
22	19	350
22	20	350
22	21	1050
22	23	350
23	0	50
23	3	100
23	5	50
23	6	50
23	7	100
23	8	100
23	9	400
23	10	300
23	11	250
23	12	350
23	13	200
23	14	200
23	15	150
23	16	150
23	18	50
23	19	200
23	20	250
23	21	550
23	22	350
